sector;pregunta;respuesta
LOS CASTAÑOS;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LOS CASTAÑOS;Pediluvio disponible y operativo;Si
LOS CASTAÑOS;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LOS CASTAÑOS;Verificación de uso adecuado de banca danesa;Bueno
LOS CASTAÑOS;Portón incubadora cerrado;nan
LOS CASTAÑOS;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LOS CASTAÑOS;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LOS CASTAÑOS;Pediluvio disponible y operativo;nan
LOS CASTAÑOS;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LOS CASTAÑOS;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LOS CASTAÑOS;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LA SOYA;Arco de desinfección cumple a cabalidad con su función;Si
LA SOYA;Cámara de fumigación cumple a cabalidad su función;Si
LA SOYA;Disponibilidad de canastillo para desinfección de herramientas;Si
LA SOYA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA SOYA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA SOYA;Ducha en buen estado y operativa con agua caliente;Si
LA SOYA;Ausencia de insumos y/o materiales a la interperie;Si
LA SOYA;Ausencia de animales silvestres dentro de las instalaciones ;NO
LA SOYA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Malo
LA SOYA;Puerta de caseta danesa cerrada;Si
LA SOYA;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LA SOYA;Pediluvio disponible y operativo;Si
LA SOYA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LA SOYA;Verificación de uso adecuado de banca danesa;Bueno
LA SOYA;Portón incubadora cerrado;nan
LA SOYA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LA SOYA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LA SOYA;Pediluvio disponible y operativo;nan
LA SOYA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LA SOYA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LA SOYA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
BOSQUE NUEVO;Arco de desinfección cumple a cabalidad con su función;Si
BOSQUE NUEVO;Cámara de fumigación cumple a cabalidad su función;Si
BOSQUE NUEVO;Disponibilidad de canastillo para desinfección de herramientas;Si
BOSQUE NUEVO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
BOSQUE NUEVO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
BOSQUE NUEVO;Ducha en buen estado y operativa con agua caliente;Si
BOSQUE NUEVO;Ausencia de insumos y/o materiales a la interperie;Si
BOSQUE NUEVO;Ausencia de animales silvestres dentro de las instalaciones ;NO
BOSQUE NUEVO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
BOSQUE NUEVO;Puerta de caseta danesa cerrada;Si
BOSQUE NUEVO;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
BOSQUE NUEVO;Pediluvio disponible y operativo;Si
BOSQUE NUEVO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
BOSQUE NUEVO;Verificación de uso adecuado de banca danesa;Bueno
BOSQUE NUEVO;Portón incubadora cerrado;nan
BOSQUE NUEVO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
BOSQUE NUEVO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
BOSQUE NUEVO;Pediluvio disponible y operativo;nan
BOSQUE NUEVO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
BOSQUE NUEVO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
BOSQUE NUEVO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
LA ESTRELLA;Arco de desinfección cumple a cabalidad con su función;Si
LA ESTRELLA;Cámara de fumigación cumple a cabalidad su función;Si
LA ESTRELLA;Disponibilidad de canastillo para desinfección de herramientas;Si
LA ESTRELLA;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA ESTRELLA;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
LA ESTRELLA;Ducha en buen estado y operativa con agua caliente;Si
LA ESTRELLA;Ausencia de insumos y/o materiales a la interperie;Si
LA ESTRELLA;Ausencia de animales silvestres dentro de las instalaciones ;NO
LA ESTRELLA;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
LA ESTRELLA;Puerta de caseta danesa cerrada;Si
LA ESTRELLA;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
LA ESTRELLA;Pediluvio disponible y operativo;Si
LA ESTRELLA;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
LA ESTRELLA;Verificación de uso adecuado de banca danesa;Bueno
LA ESTRELLA;Portón incubadora cerrado;nan
LA ESTRELLA;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
LA ESTRELLA;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
LA ESTRELLA;Pediluvio disponible y operativo;nan
LA ESTRELLA;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
LA ESTRELLA;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
LA ESTRELLA;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
DON CORNELIO;Arco de desinfección cumple a cabalidad con su función;Si
DON CORNELIO;Cámara de fumigación cumple a cabalidad su función;Si
DON CORNELIO;Disponibilidad de canastillo para desinfección de herramientas;Si
DON CORNELIO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON CORNELIO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
DON CORNELIO;Ducha en buen estado y operativa con agua caliente;Si
DON CORNELIO;Ausencia de insumos y/o materiales a la interperie;Si
DON CORNELIO;Ausencia de animales silvestres dentro de las instalaciones ;Si
DON CORNELIO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
DON CORNELIO;Puerta de caseta danesa cerrada;Si
DON CORNELIO;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
DON CORNELIO;Pediluvio disponible y operativo;Si
DON CORNELIO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
DON CORNELIO;Verificación de uso adecuado de banca danesa;Bueno
DON CORNELIO;Portón incubadora cerrado;nan
DON CORNELIO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
DON CORNELIO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
DON CORNELIO;Pediluvio disponible y operativo;nan
DON CORNELIO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
DON CORNELIO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;NO
DON CORNELIO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Coya 1;Arco de desinfección cumple a cabalidad con su función;Regular
Coya 1;Cámara de fumigación cumple a cabalidad su función;Si
Coya 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Coya 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Coya 1;Ducha en buen estado y operativa con agua caliente;Si
Coya 1;Ausencia de insumos y/o materiales a la interperie;Si
Coya 1;Ausencia de animales silvestres dentro de las instalaciones ;NO
Coya 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Coya 1;Puerta de caseta danesa cerrada;NO
Coya 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Coya 1;Pediluvio disponible y operativo;Si
Coya 1;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Coya 1;Verificación de uso adecuado de banca danesa;Bueno
Coya 1;Portón incubadora cerrado;nan
Coya 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Coya 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Coya 1;Pediluvio disponible y operativo;nan
Coya 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Coya 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Coya 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Soledad 12;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 12;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 12;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 12;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 12;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 12;Ducha en buen estado y operativa con agua caliente;Si
Soledad 12;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 12;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 12;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 12;Puerta de caseta danesa cerrada;NO
Soledad 12;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 12;Pediluvio disponible y operativo;Si
Soledad 12;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 12;Verificación de uso adecuado de banca danesa;NO
Soledad 12;Portón incubadora cerrado;nan
Soledad 12;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 12;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 12;Pediluvio disponible y operativo;nan
Soledad 12;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Soledad 12;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 12;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Soledad 8;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 8;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 8;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 8;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 8;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 8;Ducha en buen estado y operativa con agua caliente;Si
Soledad 8;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 8;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 8;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 8;Puerta de caseta danesa cerrada;NO
Soledad 8;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 8;Pediluvio disponible y operativo;Si
Soledad 8;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 8;Verificación de uso adecuado de banca danesa;NO
Soledad 8;Portón incubadora cerrado;nan
Soledad 8;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 8;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 8;Pediluvio disponible y operativo;nan
Soledad 8;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Soledad 8;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 8;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Soledad 10;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 10;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 10;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 10;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 10;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 10;Ducha en buen estado y operativa con agua caliente;Si
Soledad 10;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 10;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 10;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 10;Puerta de caseta danesa cerrada;NO
Soledad 10;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 10;Pediluvio disponible y operativo;Si
Soledad 10;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 10;Verificación de uso adecuado de banca danesa;NO
Soledad 10;Portón incubadora cerrado;nan
Soledad 10;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 10;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 10;Pediluvio disponible y operativo;nan
Soledad 10;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Soledad 10;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 10;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Coya 2;Arco de desinfección cumple a cabalidad con su función;Si
Coya 2;Cámara de fumigación cumple a cabalidad su función;Si
Coya 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Coya 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 2;Ducha en buen estado y operativa con agua caliente;Si
Coya 2;Ausencia de insumos y/o materiales a la interperie;Si
Coya 2;Ausencia de animales silvestres dentro de las instalaciones ;NO
Coya 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Coya 2;Puerta de caseta danesa cerrada;NO
Coya 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Coya 2;Pediluvio disponible y operativo;Si
Coya 2;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Coya 2;Verificación de uso adecuado de banca danesa;Bueno
Coya 2;Portón incubadora cerrado;nan
Coya 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Coya 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Coya 2;Pediluvio disponible y operativo;nan
Coya 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Coya 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;NO
Coya 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Coya 4;Arco de desinfección cumple a cabalidad con su función;Regular
Coya 4;Cámara de fumigación cumple a cabalidad su función;Si
Coya 4;Disponibilidad de canastillo para desinfección de herramientas;Si
Coya 4;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 4;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Regular
Coya 4;Ducha en buen estado y operativa con agua caliente;Si
Coya 4;Ausencia de insumos y/o materiales a la interperie;Si
Coya 4;Ausencia de animales silvestres dentro de las instalaciones ;Si
Coya 4;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Coya 4;Puerta de caseta danesa cerrada;NO
Coya 4;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Coya 4;Pediluvio disponible y operativo;Si
Coya 4;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Coya 4;Verificación de uso adecuado de banca danesa;Regular
Coya 4;Portón incubadora cerrado;nan
Coya 4;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Coya 4;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Coya 4;Pediluvio disponible y operativo;nan
Coya 4;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Coya 4;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Coya 4;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Coya 7;Arco de desinfección cumple a cabalidad con su función;Regular
Coya 7;Cámara de fumigación cumple a cabalidad su función;Si
Coya 7;Disponibilidad de canastillo para desinfección de herramientas;Si
Coya 7;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 7;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 7;Ducha en buen estado y operativa con agua caliente;Si
Coya 7;Ausencia de insumos y/o materiales a la interperie;Si
Coya 7;Ausencia de animales silvestres dentro de las instalaciones ;Si
Coya 7;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Coya 7;Puerta de caseta danesa cerrada;NO
Coya 7;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Coya 7;Pediluvio disponible y operativo;Si
Coya 7;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Coya 7;Verificación de uso adecuado de banca danesa;Regular
Coya 7;Portón incubadora cerrado;nan
Coya 7;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Coya 7;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Coya 7;Pediluvio disponible y operativo;nan
Coya 7;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Coya 7;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;NO
Coya 7;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Soledad 9;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 9;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 9;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 9;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 9;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 9;Ducha en buen estado y operativa con agua caliente;Si
Soledad 9;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 9;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 9;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 9;Puerta de caseta danesa cerrada;NO
Soledad 9;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 9;Pediluvio disponible y operativo;Si
Soledad 9;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 9;Verificación de uso adecuado de banca danesa;NO
Soledad 9;Portón incubadora cerrado;nan
Soledad 9;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 9;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 9;Pediluvio disponible y operativo;nan
Soledad 9;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Soledad 9;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 9;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Soledad 11;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 11;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 11;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 11;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 11;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 11;Ducha en buen estado y operativa con agua caliente;Si
Soledad 11;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 11;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 11;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 11;Puerta de caseta danesa cerrada;NO
Soledad 11;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 11;Pediluvio disponible y operativo;Si
Soledad 11;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 11;Verificación de uso adecuado de banca danesa;NO
Soledad 11;Portón incubadora cerrado;nan
Soledad 11;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 11;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 11;Pediluvio disponible y operativo;nan
Soledad 11;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Soledad 11;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 11;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Soledad 7;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 7;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 7;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 7;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 7;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 7;Ducha en buen estado y operativa con agua caliente;Si
Soledad 7;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 7;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 7;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 7;Puerta de caseta danesa cerrada;NO
Soledad 7;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 7;Pediluvio disponible y operativo;Si
Soledad 7;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 7;Verificación de uso adecuado de banca danesa;NO
Soledad 7;Portón incubadora cerrado;nan
Soledad 7;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 7;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 7;Pediluvio disponible y operativo;nan
Soledad 7;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Soledad 7;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 7;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Soledad 6;Arco de desinfección cumple a cabalidad con su función;NO
Soledad 6;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 6;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 6;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 6;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Soledad 6;Ducha en buen estado y operativa con agua caliente;Si
Soledad 6;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 6;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 6;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 6;Puerta de caseta danesa cerrada;NO
Soledad 6;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 6;Pediluvio disponible y operativo;Si
Soledad 6;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 6;Verificación de uso adecuado de banca danesa;NO
Soledad 6;Portón incubadora cerrado;nan
Soledad 6;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 6;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 6;Pediluvio disponible y operativo;nan
Soledad 6;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Soledad 6;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 6;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
Coya 3;Arco de desinfección cumple a cabalidad con su función;NO
Coya 3;Cámara de fumigación cumple a cabalidad su función;Si
Coya 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Coya 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Coya 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Coya 3;Ducha en buen estado y operativa con agua caliente;Si
Coya 3;Ausencia de insumos y/o materiales a la interperie;Si
Coya 3;Ausencia de animales silvestres dentro de las instalaciones ;Si
Coya 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Coya 3;Puerta de caseta danesa cerrada;NO
Coya 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Coya 3;Pediluvio disponible y operativo;Si
Coya 3;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Coya 3;Verificación de uso adecuado de banca danesa;NO
Coya 3;Portón incubadora cerrado;nan
Coya 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Coya 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Coya 3;Pediluvio disponible y operativo;nan
Coya 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Coya 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Coya 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;NO
EL TUCAN;Arco de desinfección cumple a cabalidad con su función;Si
EL TUCAN;Cámara de fumigación cumple a cabalidad su función;Si
EL TUCAN;Disponibilidad de canastillo para desinfección de herramientas;Si
EL TUCAN;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
EL TUCAN;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
EL TUCAN;Ducha en buen estado y operativa con agua caliente;Si
EL TUCAN;Ausencia de insumos y/o materiales a la interperie;Si
EL TUCAN;Ausencia de animales silvestres dentro de las instalaciones ;Si
EL TUCAN;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
EL TUCAN;Puerta de caseta danesa cerrada;Si
EL TUCAN;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
EL TUCAN;Pediluvio disponible y operativo;Si
EL TUCAN;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
EL TUCAN;Verificación de uso adecuado de banca danesa;Bueno
EL TUCAN;Portón incubadora cerrado;nan
EL TUCAN;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
EL TUCAN;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
EL TUCAN;Pediluvio disponible y operativo;nan
EL TUCAN;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
EL TUCAN;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
EL TUCAN;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Don Feña;Arco de desinfección cumple a cabalidad con su función;NO
Don Feña;Cámara de fumigación cumple a cabalidad su función;Si
Don Feña;Disponibilidad de canastillo para desinfección de herramientas;Si
Don Feña;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Don Feña;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Don Feña;Ducha en buen estado y operativa con agua caliente;Si
Don Feña;Ausencia de insumos y/o materiales a la interperie;Si
Don Feña;Ausencia de animales silvestres dentro de las instalaciones ;Si
Don Feña;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Don Feña;Puerta de caseta danesa cerrada;Si
Don Feña;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Don Feña;Pediluvio disponible y operativo;Si
Don Feña;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Don Feña;Verificación de uso adecuado de banca danesa;Bueno
Don Feña;Portón incubadora cerrado;nan
Don Feña;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Don Feña;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Don Feña;Pediluvio disponible y operativo;nan
Don Feña;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Don Feña;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
